index,true,pred,confidence,correct
1543,mel,vasc,0.9949609,False
9154,nv,vasc,0.9935021,False
1071,bkl,nv,0.98363864,False
8320,nv,vasc,0.9539242,False
8830,nv,vasc,0.93172044,False
3326,bkl,nv,0.9279804,False
9387,nv,vasc,0.899795,False
1267,mel,vasc,0.87622374,False
1017,bkl,nv,0.8430259,False
1010,bkl,nv,0.82648927,False
7555,nv,vasc,0.8069135,False
1528,mel,nv,0.7966803,False
75,bkl,vasc,0.7923704,False
1999,mel,nv,0.77921295,False
1328,mel,nv,0.77781975,False
2832,bcc,mel,0.7738592,False
7907,nv,vasc,0.7680056,False
1089,bkl,nv,0.7581977,False
7814,nv,bkl,0.74938554,False
7922,nv,vasc,0.7488693,False
7908,nv,vasc,0.74584883,False
2033,mel,bkl,0.7393444,False
1069,bkl,nv,0.7380368,False
2048,mel,bkl,0.73637146,False
1824,mel,nv,0.73084474,False
1573,mel,bcc,0.730493,False
1371,mel,nv,0.7284862,False
1016,bkl,nv,0.7091684,False
118,bkl,vasc,0.7071553,False
27,bkl,nv,0.70579153,False
1875,mel,bkl,0.6990892,False
6694,nv,vasc,0.69461554,False
7556,nv,vasc,0.69382733,False
885,bkl,df,0.6898885,False
2647,bcc,bkl,0.68704414,False
9920,akiec,df,0.6868437,False
9680,nv,bkl,0.6839384,False
6705,nv,vasc,0.67974144,False
9789,akiec,bcc,0.6777828,False
9380,nv,vasc,0.6648081,False
9092,nv,vasc,0.66377926,False
7535,nv,mel,0.65940917,False
1067,bkl,vasc,0.6555176,False
8143,nv,mel,0.6521408,False
3012,nv,vasc,0.6439368,False
1143,df,bkl,0.63978314,False
7592,nv,vasc,0.63728297,False
8306,nv,bkl,0.63409275,False
9510,nv,bkl,0.63151133,False
2447,vasc,bcc,0.6300605,False
3,bkl,akiec,0.62872493,False
6896,nv,mel,0.6229139,False
7889,nv,mel,0.6176905,False
2116,mel,nv,0.6107319,False
8568,nv,bcc,0.6059419,False
2699,bcc,akiec,0.6055734,False
588,bkl,nv,0.60515183,False
2760,bcc,bkl,0.60395753,False
1435,mel,nv,0.6033929,False
448,bkl,nv,0.6010046,False
2162,mel,nv,0.5992841,False
405,bkl,mel,0.5964416,False
2833,bcc,nv,0.59481645,False
9150,nv,bcc,0.59358734,False
984,bkl,nv,0.5908783,False
8152,nv,mel,0.5851418,False
7494,nv,vasc,0.5848502,False
3825,nv,vasc,0.5837308,False
9685,nv,bkl,0.5821453,False
8016,nv,vasc,0.5819779,False
1043,bkl,nv,0.57963955,False
9237,nv,bkl,0.5789746,False
8241,nv,vasc,0.57762283,False
